lebel_type	dis_co_occu	dis_pos	dis_neg	ran_ds_no	best_l1_ratio	best_C	best_cv_train_balanced_accuracy	test_balanced_accuracy
ori_leb	Karyotype	304	95	602	0.8	0.4	0.867	0.943
shuff_leb	Karyotype	304	95	602	0.8	0.1	0.499	0.519
ori_leb	Karyotype	304	95	603	0.1	0.2	0.881	0.877
shuff_leb	Karyotype	304	95	603	0.4	0.6	0.501	0.424
ori_leb	Karyotype	304	95	604	0.4	0.1	0.856	0.893
shuff_leb	Karyotype	304	95	604	0.9	0.1	0.51	0.456
ori_leb	Karyotype	304	95	605	0.9	0.4	0.883	0.877
shuff_leb	Karyotype	304	95	605	0.9	0.1	0.461	0.507
ori_leb	Karyotype	304	95	606	0.8	0.4	0.893	0.902
shuff_leb	Karyotype	304	95	606	0.1	0.001	0.433	0.5
ori_leb	Karyotype	304	95	607	0.6	0.2	0.888	0.91
shuff_leb	Karyotype	304	95	607	0.4	0.6	0.516	0.519
ori_leb	Karyotype	304	95	608	0.4	0.6	0.888	0.869
shuff_leb	Karyotype	304	95	608	0.8	1.0	0.499	0.425
ori_leb	Karyotype	304	95	609	0.6	0.2	0.875	0.934
shuff_leb	Karyotype	304	95	609	0.6	0.1	0.476	0.486
ori_leb	Karyotype	304	95	610	0.9	0.4	0.875	0.926
shuff_leb	Karyotype	304	95	610	0.9	0.1	0.5	0.542
ori_leb	Karyotype	304	95	611	0.4	1.0	0.892	0.918
shuff_leb	Karyotype	304	95	611	0.1	0.001	0.479	0.5
ori_leb	Karyotype	304	95	612	0.1	0.2	0.875	0.959
shuff_leb	Karyotype	304	95	612	0.1	0.001	0.474	0.5
ori_leb	Karyotype	304	95	613	0.8	1.0	0.898	0.91
shuff_leb	Karyotype	304	95	613	0.8	0.1	0.452	0.509
ori_leb	Karyotype	304	95	614	0.8	10.0	0.875	0.91
shuff_leb	Karyotype	304	95	614	0.8	0.1	0.534	0.506
ori_leb	Karyotype	304	95	615	0.8	0.6	0.897	0.918
shuff_leb	Karyotype	304	95	615	0.8	0.1	0.491	0.514
ori_leb	Karyotype	304	95	616	0.9	0.4	0.876	0.91
shuff_leb	Karyotype	304	95	616	0.9	0.2	0.573	0.473
ori_leb	Karyotype	304	95	617	0.9	0.6	0.887	0.893
shuff_leb	Karyotype	304	95	617	0.9	0.4	0.5	0.507
ori_leb	Karyotype	304	95	618	0.6	0.1	0.861	0.918
shuff_leb	Karyotype	304	95	618	0.9	0.1	0.501	0.509
ori_leb	Karyotype	304	95	619	0.9	0.4	0.875	0.885
shuff_leb	Karyotype	304	95	619	0.9	0.1	0.501	0.576
ori_leb	Karyotype	304	95	620	0.1	0.2	0.878	0.934
shuff_leb	Karyotype	304	95	620	0.2	0.6	0.518	0.563
ori_leb	Karyotype	304	95	621	0.2	0.6	0.888	0.926
shuff_leb	Karyotype	304	95	621	0.4	100.0	0.532	0.57
ori_leb	Karyotype	304	95	622	0.9	1.0	0.898	0.869
shuff_leb	Karyotype	304	95	622	0.6	0.1	0.519	0.517
ori_leb	Karyotype	304	95	623	0.2	0.1	0.867	0.902
shuff_leb	Karyotype	304	95	623	0.6	0.2	0.512	0.373
ori_leb	Karyotype	304	95	624	0.4	0.4	0.867	0.877
shuff_leb	Karyotype	304	95	624	0.2	0.6	0.508	0.45
ori_leb	Karyotype	304	95	625	0.6	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	625	0.2	0.1	0.5	0.509
ori_leb	Karyotype	304	95	626	0.1	0.6	0.888	0.91
shuff_leb	Karyotype	304	95	626	0.1	0.001	0.479	0.5
ori_leb	Karyotype	304	95	627	0.4	0.2	0.857	0.926
shuff_leb	Karyotype	304	95	627	0.6	1000.0	0.531	0.598
ori_leb	Karyotype	304	95	628	0.4	0.2	0.888	0.934
shuff_leb	Karyotype	304	95	628	0.9	0.2	0.465	0.432
ori_leb	Karyotype	304	95	629	0.4	0.2	0.857	0.91
shuff_leb	Karyotype	304	95	629	0.4	0.1	0.5	0.338
ori_leb	Karyotype	304	95	630	0.8	0.6	0.887	0.893
shuff_leb	Karyotype	304	95	630	0.1	1000.0	0.468	0.46
ori_leb	Karyotype	304	95	631	0.8	0.4	0.878	0.902
shuff_leb	Karyotype	304	95	631	0.1	0.001	0.49	0.5
ori_leb	Karyotype	304	95	632	0.2	0.4	0.898	0.869
shuff_leb	Karyotype	304	95	632	0.1	0.001	0.474	0.5
ori_leb	Karyotype	304	95	633	0.9	0.6	0.876	0.885
shuff_leb	Karyotype	304	95	633	0.6	0.1	0.452	0.588
ori_leb	Karyotype	304	95	634	0.4	0.2	0.892	0.926
shuff_leb	Karyotype	304	95	634	0.9	0.1	0.485	0.524
ori_leb	Karyotype	304	95	635	0.9	0.4	0.888	0.861
shuff_leb	Karyotype	304	95	635	0.8	10.0	0.473	0.519
ori_leb	Karyotype	304	95	636	0.6	0.6	0.88	0.926
shuff_leb	Karyotype	304	95	636	0.6	0.1	0.427	0.463
ori_leb	Karyotype	304	95	637	0.8	0.1	0.883	0.818
shuff_leb	Karyotype	304	95	637	0.9	0.2	0.57	0.499
ori_leb	Karyotype	304	95	638	0.2	0.2	0.888	0.861
shuff_leb	Karyotype	304	95	638	0.8	100.0	0.515	0.545
ori_leb	Karyotype	304	95	639	0.8	0.2	0.857	0.885
shuff_leb	Karyotype	304	95	639	0.2	0.1	0.501	0.578
ori_leb	Karyotype	304	95	640	0.6	0.6	0.895	0.861
shuff_leb	Karyotype	304	95	640	0.1	0.1	0.545	0.484
ori_leb	Karyotype	304	95	641	0.8	100.0	0.888	0.885
shuff_leb	Karyotype	304	95	641	0.9	0.2	0.503	0.391
ori_leb	Karyotype	304	95	642	0.4	0.2	0.885	0.893
shuff_leb	Karyotype	304	95	642	0.9	0.4	0.519	0.466
ori_leb	Karyotype	304	95	643	0.4	0.4	0.872	0.893
shuff_leb	Karyotype	304	95	643	0.9	0.1	0.512	0.568
ori_leb	Karyotype	304	95	644	0.4	0.4	0.893	0.926
shuff_leb	Karyotype	304	95	644	0.1	0.001	0.461	0.5
ori_leb	Karyotype	304	95	645	0.9	1.0	0.867	0.934
shuff_leb	Karyotype	304	95	645	0.9	0.1	0.5	0.544
ori_leb	Karyotype	304	95	646	0.2	1.0	0.888	0.902
shuff_leb	Karyotype	304	95	646	0.1	0.001	0.46	0.5
ori_leb	Karyotype	304	95	647	0.1	0.2	0.902	0.844
shuff_leb	Karyotype	304	95	647	0.2	0.2	0.578	0.537
ori_leb	Karyotype	304	95	648	0.4	0.2	0.896	0.877
shuff_leb	Karyotype	304	95	648	0.9	0.4	0.512	0.476
ori_leb	Karyotype	304	95	649	0.8	0.6	0.871	0.918
shuff_leb	Karyotype	304	95	649	0.1	0.001	0.484	0.5
ori_leb	Karyotype	304	95	650	0.1	0.2	0.898	0.869
shuff_leb	Karyotype	304	95	650	0.8	0.2	0.535	0.531
ori_leb	Karyotype	304	95	651	0.6	0.4	0.875	0.918
shuff_leb	Karyotype	304	95	651	0.1	0.1	0.502	0.544
ori_leb	Karyotype	304	95	652	0.1	0.1	0.875	0.934
shuff_leb	Karyotype	304	95	652	0.1	0.001	0.461	0.5
ori_leb	Karyotype	304	95	653	0.6	0.2	0.875	0.91
shuff_leb	Karyotype	304	95	653	0.8	1.0	0.604	0.567
ori_leb	Karyotype	304	95	654	0.8	0.6	0.878	0.861
shuff_leb	Karyotype	304	95	654	0.9	0.2	0.454	0.562
ori_leb	Karyotype	304	95	655	0.4	1.0	0.878	0.91
shuff_leb	Karyotype	304	95	655	0.8	1.0	0.599	0.58
ori_leb	Karyotype	304	95	656	0.2	1.0	0.885	0.893
shuff_leb	Karyotype	304	95	656	0.1	0.001	0.488	0.5
ori_leb	Karyotype	304	95	657	0.1	0.2	0.888	0.885
shuff_leb	Karyotype	304	95	657	0.6	0.1	0.553	0.563
ori_leb	Karyotype	304	95	658	0.8	1.0	0.908	0.893
shuff_leb	Karyotype	304	95	658	0.6	1000.0	0.498	0.547
ori_leb	Karyotype	304	95	659	0.4	0.1	0.872	0.859
shuff_leb	Karyotype	304	95	659	0.6	0.1	0.49	0.507
ori_leb	Karyotype	304	95	660	0.2	0.2	0.885	0.918
shuff_leb	Karyotype	304	95	660	0.1	0.001	0.448	0.5
ori_leb	Karyotype	304	95	661	0.9	0.6	0.888	0.91
shuff_leb	Karyotype	304	95	661	0.9	0.1	0.5	0.509
ori_leb	Karyotype	304	95	662	0.6	0.6	0.875	0.918
shuff_leb	Karyotype	304	95	662	0.1	0.001	0.489	0.5
ori_leb	Karyotype	304	95	663	0.1	0.1	0.873	0.893
shuff_leb	Karyotype	304	95	663	0.8	10.0	0.525	0.517
ori_leb	Karyotype	304	95	664	0.8	0.6	0.885	0.91
shuff_leb	Karyotype	304	95	664	0.1	0.001	0.484	0.5
ori_leb	Karyotype	304	95	665	0.9	0.2	0.885	0.918
shuff_leb	Karyotype	304	95	665	0.8	0.1	0.505	0.527
ori_leb	Karyotype	304	95	666	0.4	0.1	0.878	0.867
shuff_leb	Karyotype	304	95	666	0.9	0.2	0.442	0.414
ori_leb	Karyotype	304	95	667	0.6	0.1	0.883	0.902
shuff_leb	Karyotype	304	95	667	0.9	10.0	0.538	0.562
ori_leb	Karyotype	304	95	668	0.8	0.1	0.867	0.861
shuff_leb	Karyotype	304	95	668	0.9	0.1	0.471	0.535
ori_leb	Karyotype	304	95	669	0.4	0.2	0.891	0.91
shuff_leb	Karyotype	304	95	669	0.6	10.0	0.557	0.43
ori_leb	Karyotype	304	95	670	0.6	0.4	0.888	0.902
shuff_leb	Karyotype	304	95	670	0.8	0.2	0.448	0.553
ori_leb	Karyotype	304	95	671	0.8	0.6	0.866	0.943
shuff_leb	Karyotype	304	95	671	0.6	0.6	0.527	0.57
ori_leb	Karyotype	304	95	672	0.4	0.2	0.878	0.926
shuff_leb	Karyotype	304	95	672	0.2	10.0	0.51	0.519
ori_leb	Karyotype	304	95	673	0.9	0.6	0.861	0.926
shuff_leb	Karyotype	304	95	673	0.1	0.1	0.468	0.46
ori_leb	Karyotype	304	95	674	0.4	0.1	0.888	0.867
shuff_leb	Karyotype	304	95	674	0.8	10.0	0.538	0.555
ori_leb	Karyotype	304	95	675	0.6	1.0	0.888	0.861
shuff_leb	Karyotype	304	95	675	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	676	0.8	1000.0	0.903	0.869
shuff_leb	Karyotype	304	95	676	0.1	0.6	0.544	0.535
ori_leb	Karyotype	304	95	677	0.9	1.0	0.896	0.918
shuff_leb	Karyotype	304	95	677	0.1	0.2	0.604	0.475
ori_leb	Karyotype	304	95	678	0.6	0.6	0.878	0.91
shuff_leb	Karyotype	304	95	678	0.1	0.1	0.517	0.493
ori_leb	Karyotype	304	95	679	0.6	1.0	0.888	0.902
shuff_leb	Karyotype	304	95	679	0.8	0.4	0.531	0.456
ori_leb	Karyotype	304	95	680	0.9	0.4	0.875	0.893
shuff_leb	Karyotype	304	95	680	0.9	0.1	0.49	0.509
ori_leb	Karyotype	304	95	681	0.9	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	681	0.1	100.0	0.529	0.606
ori_leb	Karyotype	304	95	682	0.2	0.2	0.898	0.91
shuff_leb	Karyotype	304	95	682	0.8	0.1	0.545	0.534
ori_leb	Karyotype	304	95	683	0.1	0.1	0.888	0.869
shuff_leb	Karyotype	304	95	683	0.4	0.2	0.5	0.437
ori_leb	Karyotype	304	95	684	0.6	0.4	0.898	0.885
shuff_leb	Karyotype	304	95	684	0.4	0.2	0.506	0.391
ori_leb	Karyotype	304	95	685	0.1	0.1	0.857	0.943
shuff_leb	Karyotype	304	95	685	0.1	0.001	0.449	0.5
ori_leb	Karyotype	304	95	686	0.9	0.6	0.888	0.869
shuff_leb	Karyotype	304	95	686	0.1	0.001	0.437	0.5
ori_leb	Karyotype	304	95	687	0.2	0.2	0.881	0.902
shuff_leb	Karyotype	304	95	687	0.8	0.1	0.51	0.507
ori_leb	Karyotype	304	95	688	0.4	0.4	0.862	0.918
shuff_leb	Karyotype	304	95	688	0.1	0.2	0.44	0.529
ori_leb	Karyotype	304	95	689	0.6	0.4	0.888	0.859
shuff_leb	Karyotype	304	95	689	0.9	0.2	0.5	0.407
ori_leb	Karyotype	304	95	690	0.8	0.4	0.897	0.902
shuff_leb	Karyotype	304	95	690	0.4	1000.0	0.5	0.513
ori_leb	Karyotype	304	95	691	0.8	0.4	0.906	0.885
shuff_leb	Karyotype	304	95	691	0.9	0.1	0.465	0.397
ori_leb	Karyotype	304	95	692	0.1	0.2	0.887	0.893
shuff_leb	Karyotype	304	95	692	0.1	1000.0	0.532	0.434
ori_leb	Karyotype	304	95	693	0.8	0.2	0.908	0.867
shuff_leb	Karyotype	304	95	693	0.1	0.6	0.581	0.537
ori_leb	Karyotype	304	95	694	0.8	0.2	0.878	0.885
shuff_leb	Karyotype	304	95	694	0.9	0.2	0.512	0.475
ori_leb	Karyotype	304	95	695	0.1	0.2	0.866	0.893
shuff_leb	Karyotype	304	95	695	0.4	0.6	0.551	0.458
ori_leb	Karyotype	304	95	696	0.2	0.6	0.902	0.926
shuff_leb	Karyotype	304	95	696	0.6	1000.0	0.53	0.484
ori_leb	Karyotype	304	95	697	0.1	0.2	0.896	0.861
shuff_leb	Karyotype	304	95	697	0.9	1.0	0.54	0.56
ori_leb	Karyotype	304	95	698	0.6	0.6	0.875	0.869
shuff_leb	Karyotype	304	95	698	0.6	10.0	0.5	0.415
ori_leb	Karyotype	304	95	699	0.2	0.2	0.888	0.91
shuff_leb	Karyotype	304	95	699	0.8	1.0	0.538	0.511
ori_leb	Karyotype	304	95	700	0.1	0.1	0.875	0.893
shuff_leb	Karyotype	304	95	700	0.8	0.2	0.494	0.458
ori_leb	Karyotype	304	95	701	0.2	0.4	0.875	0.877
shuff_leb	Karyotype	304	95	701	0.2	0.1	0.542	0.606
ori_leb	Karyotype	304	95	702	0.9	0.4	0.885	0.91
shuff_leb	Karyotype	304	95	702	0.6	1000.0	0.5	0.509
ori_leb	Karyotype	304	95	703	0.9	0.6	0.878	0.918
shuff_leb	Karyotype	304	95	703	0.9	1.0	0.5	0.432
ori_leb	Karyotype	304	95	704	0.4	0.1	0.885	0.884
shuff_leb	Karyotype	304	95	704	0.6	0.2	0.501	0.545
ori_leb	Karyotype	304	95	705	0.8	0.2	0.878	0.9
shuff_leb	Karyotype	304	95	705	0.6	0.1	0.506	0.483
ori_leb	Karyotype	304	95	706	0.9	0.4	0.885	0.893
shuff_leb	Karyotype	304	95	706	0.4	0.4	0.508	0.401
ori_leb	Karyotype	304	95	707	0.6	0.2	0.896	0.918
shuff_leb	Karyotype	304	95	707	0.1	0.2	0.474	0.466
ori_leb	Karyotype	304	95	708	0.6	0.4	0.898	0.926
shuff_leb	Karyotype	304	95	708	0.8	10.0	0.512	0.614
ori_leb	Karyotype	304	95	709	0.2	0.2	0.87	0.885
shuff_leb	Karyotype	304	95	709	0.9	0.1	0.591	0.45
ori_leb	Karyotype	304	95	710	0.6	0.4	0.885	0.869
shuff_leb	Karyotype	304	95	710	0.2	1.0	0.565	0.527
ori_leb	Karyotype	304	95	711	0.8	0.4	0.871	0.959
shuff_leb	Karyotype	304	95	711	0.9	0.1	0.502	0.473
ori_leb	Karyotype	304	95	712	0.2	0.4	0.88	0.934
shuff_leb	Karyotype	304	95	712	0.1	10.0	0.526	0.501
ori_leb	Karyotype	304	95	713	0.4	1.0	0.888	0.885
shuff_leb	Karyotype	304	95	713	0.6	0.4	0.5	0.466
ori_leb	Karyotype	304	95	714	0.9	1.0	0.867	0.902
shuff_leb	Karyotype	304	95	714	0.1	0.2	0.522	0.45
ori_leb	Karyotype	304	95	715	0.1	0.1	0.867	0.861
shuff_leb	Karyotype	304	95	715	0.1	0.4	0.534	0.56
ori_leb	Karyotype	304	95	716	0.1	0.1	0.876	0.902
shuff_leb	Karyotype	304	95	716	0.8	100.0	0.5	0.503
ori_leb	Karyotype	304	95	717	0.8	0.6	0.885	0.91
shuff_leb	Karyotype	304	95	717	0.1	1000.0	0.526	0.365
ori_leb	Karyotype	304	95	718	0.2	0.2	0.881	0.926
shuff_leb	Karyotype	304	95	718	0.1	0.001	0.44	0.5
ori_leb	Karyotype	304	95	719	0.9	0.4	0.898	0.877
shuff_leb	Karyotype	304	95	719	0.9	0.1	0.5	0.509
ori_leb	Karyotype	304	95	720	0.6	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	720	0.2	0.1	0.5	0.417
ori_leb	Karyotype	304	95	721	0.4	0.4	0.906	0.902
shuff_leb	Karyotype	304	95	721	0.8	0.1	0.5	0.527
ori_leb	Karyotype	304	95	722	0.6	0.1	0.857	0.902
shuff_leb	Karyotype	304	95	722	0.4	0.1	0.505	0.475
ori_leb	Karyotype	304	95	723	0.4	0.1	0.875	0.934
shuff_leb	Karyotype	304	95	723	0.6	0.1	0.496	0.483
ori_leb	Karyotype	304	95	724	0.6	0.6	0.878	0.926
shuff_leb	Karyotype	304	95	724	0.6	0.1	0.475	0.534
ori_leb	Karyotype	304	95	725	0.6	0.6	0.896	0.893
shuff_leb	Karyotype	304	95	725	0.1	0.001	0.457	0.5
ori_leb	Karyotype	304	95	726	0.6	0.2	0.888	0.877
shuff_leb	Karyotype	304	95	726	0.9	0.2	0.491	0.562
ori_leb	Karyotype	304	95	727	0.8	0.2	0.854	0.902
shuff_leb	Karyotype	304	95	727	0.4	100.0	0.503	0.573
ori_leb	Karyotype	304	95	728	0.6	0.2	0.875	0.918
shuff_leb	Karyotype	304	95	728	0.8	0.2	0.538	0.511
ori_leb	Karyotype	304	95	729	0.6	0.2	0.865	0.959
shuff_leb	Karyotype	304	95	729	0.8	0.1	0.519	0.437
ori_leb	Karyotype	304	95	730	0.9	0.6	0.888	0.885
shuff_leb	Karyotype	304	95	730	0.4	10.0	0.547	0.509
ori_leb	Karyotype	304	95	731	0.1	0.1	0.888	0.926
shuff_leb	Karyotype	304	95	731	0.4	1.0	0.57	0.44
ori_leb	Karyotype	304	95	732	0.6	0.2	0.854	0.934
shuff_leb	Karyotype	304	95	732	0.6	1.0	0.494	0.598
ori_leb	Karyotype	304	95	733	0.9	0.2	0.883	0.828
shuff_leb	Karyotype	304	95	733	0.1	0.001	0.5	0.5
ori_leb	Karyotype	304	95	734	0.9	1.0	0.876	0.918
shuff_leb	Karyotype	304	95	734	0.4	0.2	0.482	0.509
ori_leb	Karyotype	304	95	735	0.8	0.6	0.912	0.852
shuff_leb	Karyotype	304	95	735	0.1	0.001	0.438	0.5
ori_leb	Karyotype	304	95	736	0.6	1.0	0.902	0.918
shuff_leb	Karyotype	304	95	736	0.9	0.4	0.5	0.555
ori_leb	Karyotype	304	95	737	0.4	0.1	0.867	0.875
shuff_leb	Karyotype	304	95	737	0.9	0.6	0.488	0.664
ori_leb	Karyotype	304	95	738	0.1	0.2	0.857	0.943
shuff_leb	Karyotype	304	95	738	0.4	0.6	0.561	0.509
ori_leb	Karyotype	304	95	739	0.4	0.6	0.878	0.91
shuff_leb	Karyotype	304	95	739	0.2	1000.0	0.516	0.424
ori_leb	Karyotype	304	95	740	0.4	0.4	0.898	0.885
shuff_leb	Karyotype	304	95	740	0.8	0.4	0.508	0.46
ori_leb	Karyotype	304	95	741	0.9	0.4	0.878	0.893
shuff_leb	Karyotype	304	95	741	0.2	0.4	0.535	0.553
ori_leb	Karyotype	304	95	742	0.8	0.2	0.885	0.869
shuff_leb	Karyotype	304	95	742	0.8	0.1	0.488	0.631
ori_leb	Karyotype	304	95	743	0.4	0.2	0.885	0.885
shuff_leb	Karyotype	304	95	743	0.2	1000.0	0.55	0.529
ori_leb	Karyotype	304	95	744	0.6	0.2	0.872	0.851
shuff_leb	Karyotype	304	95	744	0.1	0.001	0.453	0.5
ori_leb	Karyotype	304	95	745	0.2	0.4	0.857	0.91
shuff_leb	Karyotype	304	95	745	0.9	0.6	0.493	0.371
ori_leb	Karyotype	304	95	746	0.2	0.4	0.892	0.885
shuff_leb	Karyotype	304	95	746	0.9	0.2	0.532	0.507
ori_leb	Karyotype	304	95	747	0.8	0.2	0.878	0.877
shuff_leb	Karyotype	304	95	747	0.8	0.1	0.533	0.493
ori_leb	Karyotype	304	95	748	0.1	0.1	0.878	0.843
shuff_leb	Karyotype	304	95	748	0.8	0.1	0.458	0.503
ori_leb	Karyotype	304	95	749	0.2	0.2	0.876	0.934
shuff_leb	Karyotype	304	95	749	0.8	10.0	0.531	0.519
ori_leb	Karyotype	304	95	750	0.4	0.1	0.896	0.869
shuff_leb	Karyotype	304	95	750	0.1	0.1	0.562	0.624
ori_leb	Karyotype	304	95	751	0.4	0.2	0.878	0.875
shuff_leb	Karyotype	304	95	751	0.6	10.0	0.523	0.458
ori_leb	Karyotype	304	95	752	0.9	1.0	0.881	0.877
shuff_leb	Karyotype	304	95	752	0.8	0.1	0.552	0.529
ori_leb	Karyotype	304	95	753	0.6	0.4	0.878	0.893
shuff_leb	Karyotype	304	95	753	0.6	0.6	0.507	0.545
ori_leb	Karyotype	304	95	754	0.6	0.6	0.867	0.934
shuff_leb	Karyotype	304	95	754	0.9	1.0	0.577	0.594
ori_leb	Karyotype	304	95	755	0.2	0.1	0.867	0.893
shuff_leb	Karyotype	304	95	755	0.2	0.1	0.519	0.507
ori_leb	Karyotype	304	95	756	0.9	0.4	0.865	0.918
shuff_leb	Karyotype	304	95	756	0.8	0.1	0.514	0.455
ori_leb	Karyotype	304	95	757	0.8	0.4	0.867	0.918
shuff_leb	Karyotype	304	95	757	0.1	0.001	0.501	0.5
ori_leb	Karyotype	304	95	758	0.9	0.4	0.878	0.926
shuff_leb	Karyotype	304	95	758	0.8	0.4	0.537	0.501
ori_leb	Karyotype	304	95	759	0.1	0.1	0.875	0.934
shuff_leb	Karyotype	304	95	759	0.2	0.1	0.542	0.483
ori_leb	Karyotype	304	95	760	0.9	0.6	0.885	0.867
shuff_leb	Karyotype	304	95	760	0.6	0.4	0.51	0.496
ori_leb	Karyotype	304	95	761	0.9	0.6	0.875	0.926
shuff_leb	Karyotype	304	95	761	0.8	0.2	0.476	0.448
ori_leb	Karyotype	304	95	762	0.2	0.4	0.878	0.877
shuff_leb	Karyotype	304	95	762	0.1	100.0	0.504	0.511
ori_leb	Karyotype	304	95	763	0.9	0.2	0.878	0.934
shuff_leb	Karyotype	304	95	763	0.6	0.1	0.531	0.491
ori_leb	Karyotype	304	95	764	0.1	0.4	0.873	0.885
shuff_leb	Karyotype	304	95	764	0.9	0.1	0.5	0.55
ori_leb	Karyotype	304	95	765	0.8	1.0	0.906	0.893
shuff_leb	Karyotype	304	95	765	0.8	0.1	0.483	0.399
ori_leb	Karyotype	304	95	766	0.9	0.2	0.888	0.926
shuff_leb	Karyotype	304	95	766	0.6	0.2	0.5	0.501
ori_leb	Karyotype	304	95	767	0.6	0.6	0.888	0.877
shuff_leb	Karyotype	304	95	767	0.6	0.1	0.501	0.493
ori_leb	Karyotype	304	95	768	0.4	0.4	0.854	0.91
shuff_leb	Karyotype	304	95	768	0.9	0.4	0.473	0.517
ori_leb	Karyotype	304	95	769	0.8	0.2	0.876	0.926
shuff_leb	Karyotype	304	95	769	0.1	1000.0	0.508	0.544
ori_leb	Karyotype	304	95	770	0.1	1.0	0.896	0.861
shuff_leb	Karyotype	304	95	770	0.1	0.001	0.479	0.5
ori_leb	Karyotype	304	95	771	0.8	0.6	0.885	0.877
shuff_leb	Karyotype	304	95	771	0.9	0.1	0.478	0.435
ori_leb	Karyotype	304	95	772	0.9	1.0	0.896	0.885
shuff_leb	Karyotype	304	95	772	0.8	1000.0	0.521	0.486
ori_leb	Karyotype	304	95	773	0.4	10.0	0.867	0.943
shuff_leb	Karyotype	304	95	773	0.6	0.6	0.515	0.519
ori_leb	Karyotype	304	95	774	0.4	1.0	0.887	0.902
shuff_leb	Karyotype	304	95	774	0.6	1.0	0.585	0.539
ori_leb	Karyotype	304	95	775	0.9	0.4	0.878	0.902
shuff_leb	Karyotype	304	95	775	0.9	0.1	0.46	0.434
ori_leb	Karyotype	304	95	776	0.8	0.4	0.902	0.852
shuff_leb	Karyotype	304	95	776	0.6	0.2	0.5	0.549
ori_leb	Karyotype	304	95	777	0.2	0.1	0.898	0.926
shuff_leb	Karyotype	304	95	777	0.4	0.6	0.552	0.501
ori_leb	Karyotype	304	95	778	0.9	0.6	0.898	0.893
shuff_leb	Karyotype	304	95	778	0.6	0.1	0.515	0.448
ori_leb	Karyotype	304	95	779	0.9	0.2	0.867	0.959
shuff_leb	Karyotype	304	95	779	0.1	0.1	0.503	0.509
ori_leb	Karyotype	304	95	780	0.1	0.1	0.844	0.934
shuff_leb	Karyotype	304	95	780	0.2	0.4	0.488	0.448
ori_leb	Karyotype	304	95	781	0.8	10.0	0.887	0.877
shuff_leb	Karyotype	304	95	781	0.2	0.6	0.502	0.458
ori_leb	Karyotype	304	95	782	0.6	0.6	0.897	0.852
shuff_leb	Karyotype	304	95	782	0.2	0.1	0.49	0.499
ori_leb	Karyotype	304	95	783	0.9	0.4	0.885	0.902
shuff_leb	Karyotype	304	95	783	0.1	1000.0	0.521	0.486
ori_leb	Karyotype	304	95	784	0.6	0.2	0.875	0.916
shuff_leb	Karyotype	304	95	784	0.8	0.2	0.527	0.588
ori_leb	Karyotype	304	95	785	0.2	0.2	0.885	0.902
shuff_leb	Karyotype	304	95	785	0.9	0.2	0.484	0.363
ori_leb	Karyotype	304	95	786	0.9	0.6	0.888	0.869
shuff_leb	Karyotype	304	95	786	0.2	1.0	0.527	0.552
ori_leb	Karyotype	304	95	787	0.4	0.1	0.87	0.9
shuff_leb	Karyotype	304	95	787	0.2	0.1	0.49	0.491
ori_leb	Karyotype	304	95	788	0.9	0.6	0.897	0.91
shuff_leb	Karyotype	304	95	788	0.1	10.0	0.526	0.519
ori_leb	Karyotype	304	95	789	0.8	10.0	0.875	0.943
shuff_leb	Karyotype	304	95	789	0.9	0.1	0.462	0.54
ori_leb	Karyotype	304	95	790	0.4	1.0	0.875	0.902
shuff_leb	Karyotype	304	95	790	0.1	0.4	0.501	0.621
ori_leb	Karyotype	304	95	791	0.4	0.6	0.875	0.902
shuff_leb	Karyotype	304	95	791	0.9	0.1	0.531	0.468
ori_leb	Karyotype	304	95	792	0.6	0.6	0.885	0.902
shuff_leb	Karyotype	304	95	792	0.1	0.001	0.451	0.5
ori_leb	Karyotype	304	95	793	0.1	10.0	0.867	0.91
shuff_leb	Karyotype	304	95	793	0.1	0.6	0.496	0.397
ori_leb	Karyotype	304	95	794	0.4	0.1	0.857	0.918
shuff_leb	Karyotype	304	95	794	0.9	0.1	0.5	0.613
ori_leb	Karyotype	304	95	795	0.6	0.2	0.857	0.91
shuff_leb	Karyotype	304	95	795	0.6	10.0	0.479	0.468
ori_leb	Karyotype	304	95	796	0.4	0.6	0.898	0.861
shuff_leb	Karyotype	304	95	796	0.6	1.0	0.521	0.511
ori_leb	Karyotype	304	95	797	0.6	1.0	0.878	0.893
shuff_leb	Karyotype	304	95	797	0.1	0.001	0.455	0.5
ori_leb	Karyotype	304	95	798	0.6	0.2	0.888	0.869
shuff_leb	Karyotype	304	95	798	0.1	0.001	0.445	0.5
ori_leb	Karyotype	304	95	799	0.9	0.6	0.898	0.852
shuff_leb	Karyotype	304	95	799	0.2	1000.0	0.471	0.594
ori_leb	Karyotype	304	95	800	0.8	0.1	0.865	0.857
shuff_leb	Karyotype	304	95	800	0.4	0.1	0.491	0.484
ori_leb	Karyotype	304	95	801	0.6	0.4	0.896	0.918
shuff_leb	Karyotype	304	95	801	0.2	0.6	0.502	0.588
ori_leb	Karyotype	304	95	802	0.1	0.2	0.883	0.91
shuff_leb	Karyotype	304	95	802	0.1	10.0	0.552	0.519
ori_leb	Karyotype	304	95	803	0.1	0.2	0.878	0.885
