lebel_type	dis_co_occu	dis_pos	dis_neg	ran_ds_no	best_l1_ratio	best_C	best_cv_train_balanced_accuracy	test_balanced_accuracy
ori_leb	Karyotype	304	95	199	0.8	1.0	0.883	0.844
shuff_leb	Karyotype	304	95	199	0.1	0.4	0.52	0.468
ori_leb	Karyotype	304	95	200	0.8	0.4	0.883	0.91
shuff_leb	Karyotype	304	95	200	0.6	0.2	0.476	0.57
ori_leb	Karyotype	304	95	201	0.9	0.6	0.898	0.893
shuff_leb	Karyotype	304	95	201	0.9	0.1	0.535	0.519
ori_leb	Karyotype	304	95	202	0.9	1.0	0.878	0.934
shuff_leb	Karyotype	304	95	202	0.8	10.0	0.532	0.583
ori_leb	Karyotype	304	95	203	0.1	0.1	0.885	0.836
shuff_leb	Karyotype	304	95	203	0.1	0.2	0.5	0.535
ori_leb	Karyotype	304	95	204	0.6	0.6	0.892	0.869
shuff_leb	Karyotype	304	95	204	0.4	0.1	0.543	0.46
ori_leb	Karyotype	304	95	205	0.1	0.2	0.867	0.951
shuff_leb	Karyotype	304	95	205	0.6	0.2	0.512	0.555
ori_leb	Karyotype	304	95	206	0.6	1.0	0.888	0.91
shuff_leb	Karyotype	304	95	206	0.1	0.2	0.521	0.519
ori_leb	Karyotype	304	95	207	0.2	0.4	0.878	0.951
shuff_leb	Karyotype	304	95	207	0.4	0.1	0.528	0.532
ori_leb	Karyotype	304	95	208	0.1	0.1	0.871	0.91
shuff_leb	Karyotype	304	95	208	0.4	1000.0	0.527	0.562
ori_leb	Karyotype	304	95	209	0.8	0.6	0.908	0.91
shuff_leb	Karyotype	304	95	209	0.1	1000.0	0.462	0.586
ori_leb	Karyotype	304	95	210	0.1	0.1	0.867	0.926
shuff_leb	Karyotype	304	95	210	0.2	1000.0	0.5	0.575
ori_leb	Karyotype	304	95	211	0.8	0.2	0.867	0.91
shuff_leb	Karyotype	304	95	211	0.9	0.4	0.468	0.511
ori_leb	Karyotype	304	95	212	0.9	0.4	0.908	0.867
shuff_leb	Karyotype	304	95	212	0.6	1.0	0.509	0.424
ori_leb	Karyotype	304	95	213	0.6	0.2	0.878	0.91
shuff_leb	Karyotype	304	95	213	0.1	1000.0	0.578	0.46
ori_leb	Karyotype	304	95	214	0.8	0.4	0.885	0.836
shuff_leb	Karyotype	304	95	214	0.6	0.4	0.499	0.614
ori_leb	Karyotype	304	95	215	0.4	0.4	0.897	0.918
shuff_leb	Karyotype	304	95	215	0.6	0.6	0.544	0.521
ori_leb	Karyotype	304	95	216	0.4	0.4	0.908	0.893
shuff_leb	Karyotype	304	95	216	0.6	100.0	0.5	0.503
ori_leb	Karyotype	304	95	217	0.6	0.4	0.885	0.902
shuff_leb	Karyotype	304	95	217	0.6	0.2	0.511	0.438
ori_leb	Karyotype	304	95	218	0.1	0.1	0.896	0.852
shuff_leb	Karyotype	304	95	218	0.6	0.1	0.499	0.58
ori_leb	Karyotype	304	95	219	0.9	0.4	0.876	0.918
shuff_leb	Karyotype	304	95	219	0.6	0.1	0.504	0.466
ori_leb	Karyotype	304	95	220	0.6	1.0	0.876	0.893
shuff_leb	Karyotype	304	95	220	0.9	0.1	0.506	0.484
ori_leb	Karyotype	304	95	221	0.9	0.2	0.888	0.885
shuff_leb	Karyotype	304	95	221	0.1	0.001	0.5	0.5
ori_leb	Karyotype	304	95	222	0.4	0.1	0.865	0.902
shuff_leb	Karyotype	304	95	222	0.1	0.001	0.476	0.5
ori_leb	Karyotype	304	95	223	0.4	0.2	0.888	0.877
shuff_leb	Karyotype	304	95	223	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	224	0.8	0.6	0.875	0.902
shuff_leb	Karyotype	304	95	224	0.6	0.6	0.511	0.631
ori_leb	Karyotype	304	95	225	0.4	0.2	0.875	0.893
shuff_leb	Karyotype	304	95	225	0.9	0.1	0.557	0.456
ori_leb	Karyotype	304	95	226	0.4	0.1	0.875	0.925
shuff_leb	Karyotype	304	95	226	0.9	0.1	0.5	0.489
ori_leb	Karyotype	304	95	227	0.9	0.6	0.906	0.877
shuff_leb	Karyotype	304	95	227	0.1	0.1	0.537	0.399
ori_leb	Karyotype	304	95	228	0.1	0.6	0.897	0.893
shuff_leb	Karyotype	304	95	228	0.9	0.4	0.47	0.509
ori_leb	Karyotype	304	95	229	0.8	0.6	0.878	0.918
shuff_leb	Karyotype	304	95	229	0.6	0.2	0.526	0.483
ori_leb	Karyotype	304	95	230	0.8	0.2	0.876	0.902
shuff_leb	Karyotype	304	95	230	0.8	0.2	0.499	0.499
ori_leb	Karyotype	304	95	231	0.4	0.2	0.896	0.843
shuff_leb	Karyotype	304	95	231	0.4	0.2	0.538	0.586
ori_leb	Karyotype	304	95	232	0.6	0.6	0.898	0.926
shuff_leb	Karyotype	304	95	232	0.8	100.0	0.5	0.555
ori_leb	Karyotype	304	95	233	0.4	1.0	0.898	0.926
shuff_leb	Karyotype	304	95	233	0.2	0.1	0.448	0.343
ori_leb	Karyotype	304	95	234	0.1	1.0	0.896	0.836
shuff_leb	Karyotype	304	95	234	0.9	0.2	0.512	0.562
ori_leb	Karyotype	304	95	235	0.4	0.1	0.871	0.902
shuff_leb	Karyotype	304	95	235	0.1	0.001	0.457	0.5
ori_leb	Karyotype	304	95	236	0.6	0.6	0.878	0.918
shuff_leb	Karyotype	304	95	236	0.4	1000.0	0.458	0.399
ori_leb	Karyotype	304	95	237	0.8	0.2	0.868	0.902
shuff_leb	Karyotype	304	95	237	0.1	0.001	0.5	0.5
ori_leb	Karyotype	304	95	238	0.6	0.2	0.878	0.902
shuff_leb	Karyotype	304	95	238	0.9	0.2	0.541	0.519
ori_leb	Karyotype	304	95	239	0.1	0.1	0.871	0.893
shuff_leb	Karyotype	304	95	239	0.4	10.0	0.527	0.478
ori_leb	Karyotype	304	95	240	0.8	0.6	0.878	0.902
shuff_leb	Karyotype	304	95	240	0.1	0.001	0.465	0.5
ori_leb	Karyotype	304	95	241	0.6	0.6	0.885	0.91
shuff_leb	Karyotype	304	95	241	0.6	0.2	0.513	0.443
ori_leb	Karyotype	304	95	242	0.1	0.1	0.878	0.902
shuff_leb	Karyotype	304	95	242	0.9	0.2	0.516	0.596
ori_leb	Karyotype	304	95	243	0.6	0.2	0.857	0.918
shuff_leb	Karyotype	304	95	243	0.9	0.2	0.6	0.432
ori_leb	Karyotype	304	95	244	0.2	0.1	0.881	0.869
shuff_leb	Karyotype	304	95	244	0.9	0.2	0.548	0.578
ori_leb	Karyotype	304	95	245	0.2	0.2	0.865	0.943
shuff_leb	Karyotype	304	95	245	0.9	0.1	0.5	0.611
ori_leb	Karyotype	304	95	246	0.9	1.0	0.875	0.893
shuff_leb	Karyotype	304	95	246	0.8	0.6	0.492	0.456
ori_leb	Karyotype	304	95	247	0.8	0.6	0.893	0.844
shuff_leb	Karyotype	304	95	247	0.2	100.0	0.537	0.596
ori_leb	Karyotype	304	95	248	0.8	0.2	0.878	0.875
shuff_leb	Karyotype	304	95	248	0.4	10.0	0.49	0.604
ori_leb	Karyotype	304	95	249	0.2	0.1	0.881	0.869
shuff_leb	Karyotype	304	95	249	0.9	0.4	0.5	0.434
ori_leb	Karyotype	304	95	250	0.9	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	250	0.8	0.1	0.5	0.516
ori_leb	Karyotype	304	95	251	0.4	0.2	0.885	0.867
shuff_leb	Karyotype	304	95	251	0.8	0.2	0.478	0.397
ori_leb	Karyotype	304	95	252	0.6	1.0	0.878	0.91
shuff_leb	Karyotype	304	95	252	0.6	0.1	0.455	0.516
ori_leb	Karyotype	304	95	253	0.6	0.4	0.859	0.943
shuff_leb	Karyotype	304	95	253	0.6	0.2	0.504	0.565
ori_leb	Karyotype	304	95	254	0.1	0.1	0.885	0.867
shuff_leb	Karyotype	304	95	254	0.1	0.001	0.469	0.5
ori_leb	Karyotype	304	95	255	0.6	0.6	0.885	0.877
shuff_leb	Karyotype	304	95	255	0.2	0.1	0.504	0.664
ori_leb	Karyotype	304	95	256	0.6	0.1	0.854	0.875
shuff_leb	Karyotype	304	95	256	0.1	0.001	0.484	0.5
ori_leb	Karyotype	304	95	257	0.4	0.4	0.883	0.959
shuff_leb	Karyotype	304	95	257	0.1	0.001	0.49	0.5
ori_leb	Karyotype	304	95	258	0.2	0.4	0.875	0.893
shuff_leb	Karyotype	304	95	258	0.4	1000.0	0.471	0.432
ori_leb	Karyotype	304	95	259	0.8	0.4	0.906	0.893
shuff_leb	Karyotype	304	95	259	0.1	0.001	0.44	0.5
ori_leb	Karyotype	304	95	260	0.8	0.4	0.888	0.869
shuff_leb	Karyotype	304	95	260	0.9	0.1	0.494	0.525
ori_leb	Karyotype	304	95	261	0.1	0.1	0.876	0.869
shuff_leb	Karyotype	304	95	261	0.9	0.1	0.484	0.458
ori_leb	Karyotype	304	95	262	0.2	1.0	0.898	0.893
shuff_leb	Karyotype	304	95	262	0.1	0.001	0.453	0.5
ori_leb	Karyotype	304	95	263	0.4	0.2	0.902	0.885
shuff_leb	Karyotype	304	95	263	0.9	0.2	0.488	0.484
ori_leb	Karyotype	304	95	264	0.1	0.1	0.865	0.926
shuff_leb	Karyotype	304	95	264	0.4	1000.0	0.451	0.655
ori_leb	Karyotype	304	95	265	0.8	1.0	0.871	0.934
shuff_leb	Karyotype	304	95	265	0.9	0.1	0.498	0.501
ori_leb	Karyotype	304	95	266	0.6	1.0	0.886	0.926
shuff_leb	Karyotype	304	95	266	0.8	0.1	0.51	0.604
ori_leb	Karyotype	304	95	267	0.9	0.6	0.878	0.893
shuff_leb	Karyotype	304	95	267	0.6	0.4	0.525	0.55
ori_leb	Karyotype	304	95	268	0.4	0.2	0.876	0.951
shuff_leb	Karyotype	304	95	268	0.1	0.001	0.481	0.5
ori_leb	Karyotype	304	95	269	0.4	0.2	0.867	0.959
shuff_leb	Karyotype	304	95	269	0.1	0.001	0.458	0.5
ori_leb	Karyotype	304	95	270	0.8	0.6	0.878	0.918
shuff_leb	Karyotype	304	95	270	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	271	0.6	0.2	0.878	0.91
shuff_leb	Karyotype	304	95	271	0.1	0.001	0.417	0.5
ori_leb	Karyotype	304	95	272	0.6	0.4	0.897	0.885
shuff_leb	Karyotype	304	95	272	0.2	0.1	0.587	0.539
ori_leb	Karyotype	304	95	273	0.4	0.6	0.88	0.861
shuff_leb	Karyotype	304	95	273	0.1	1000.0	0.487	0.429
ori_leb	Karyotype	304	95	274	0.8	0.4	0.885	0.893
shuff_leb	Karyotype	304	95	274	0.1	0.001	0.436	0.5
ori_leb	Karyotype	304	95	275	0.6	1.0	0.881	0.861
shuff_leb	Karyotype	304	95	275	0.9	0.1	0.463	0.497
ori_leb	Karyotype	304	95	276	0.4	0.2	0.892	0.902
shuff_leb	Karyotype	304	95	276	0.6	0.1	0.54	0.404
ori_leb	Karyotype	304	95	277	0.9	0.6	0.856	0.91
shuff_leb	Karyotype	304	95	277	0.9	0.1	0.524	0.494
ori_leb	Karyotype	304	95	278	0.4	0.2	0.878	0.893
shuff_leb	Karyotype	304	95	278	0.6	0.2	0.515	0.527
ori_leb	Karyotype	304	95	279	0.4	0.1	0.847	0.893
shuff_leb	Karyotype	304	95	279	0.1	0.001	0.481	0.5
ori_leb	Karyotype	304	95	280	0.4	10.0	0.888	0.843
shuff_leb	Karyotype	304	95	280	0.4	0.6	0.5	0.466
ori_leb	Karyotype	304	95	281	0.9	1.0	0.898	0.918
shuff_leb	Karyotype	304	95	281	0.8	10.0	0.5	0.527
ori_leb	Karyotype	304	95	282	0.4	0.6	0.927	0.852
shuff_leb	Karyotype	304	95	282	0.6	0.1	0.458	0.493
ori_leb	Karyotype	304	95	283	0.4	0.2	0.875	0.851
shuff_leb	Karyotype	304	95	283	0.2	0.2	0.495	0.525
ori_leb	Karyotype	304	95	284	0.6	0.4	0.893	0.885
shuff_leb	Karyotype	304	95	284	0.9	0.1	0.542	0.407
ori_leb	Karyotype	304	95	285	0.4	0.6	0.908	0.902
shuff_leb	Karyotype	304	95	285	0.2	0.1	0.501	0.552
ori_leb	Karyotype	304	95	286	0.9	0.6	0.896	0.918
shuff_leb	Karyotype	304	95	286	0.8	0.1	0.578	0.535
ori_leb	Karyotype	304	95	287	0.9	0.4	0.878	0.91
shuff_leb	Karyotype	304	95	287	0.4	1000.0	0.494	0.511
ori_leb	Karyotype	304	95	288	0.6	0.2	0.875	0.877
shuff_leb	Karyotype	304	95	288	0.8	1.0	0.514	0.427
ori_leb	Karyotype	304	95	289	0.4	0.6	0.898	0.902
shuff_leb	Karyotype	304	95	289	0.1	0.001	0.507	0.5
ori_leb	Karyotype	304	95	290	0.6	0.2	0.866	0.918
shuff_leb	Karyotype	304	95	290	0.4	1.0	0.531	0.575
ori_leb	Karyotype	304	95	291	0.8	1.0	0.88	0.926
shuff_leb	Karyotype	304	95	291	0.6	0.1	0.5	0.578
ori_leb	Karyotype	304	95	292	0.9	0.6	0.898	0.91
shuff_leb	Karyotype	304	95	292	0.1	0.001	0.471	0.5
ori_leb	Karyotype	304	95	293	0.4	0.2	0.887	0.885
shuff_leb	Karyotype	304	95	293	0.8	0.1	0.501	0.424
ori_leb	Karyotype	304	95	294	0.4	0.2	0.898	0.91
shuff_leb	Karyotype	304	95	294	0.9	0.4	0.536	0.424
ori_leb	Karyotype	304	95	295	0.4	1.0	0.888	0.844
shuff_leb	Karyotype	304	95	295	0.2	1.0	0.562	0.6
ori_leb	Karyotype	304	95	296	0.4	0.4	0.898	0.926
shuff_leb	Karyotype	304	95	296	0.1	0.001	0.495	0.5
ori_leb	Karyotype	304	95	297	0.1	0.2	0.861	0.902
shuff_leb	Karyotype	304	95	297	0.4	0.2	0.461	0.568
ori_leb	Karyotype	304	95	298	0.6	0.4	0.887	0.828
shuff_leb	Karyotype	304	95	298	0.1	0.001	0.458	0.5
ori_leb	Karyotype	304	95	299	0.4	0.2	0.897	0.834
shuff_leb	Karyotype	304	95	299	0.1	0.001	0.431	0.5
ori_leb	Karyotype	304	95	300	0.4	0.4	0.888	0.869
shuff_leb	Karyotype	304	95	300	0.1	0.001	0.463	0.5
ori_leb	Karyotype	304	95	301	0.6	1.0	0.875	0.91
shuff_leb	Karyotype	304	95	301	0.1	0.001	0.469	0.5
ori_leb	Karyotype	304	95	302	0.6	0.1	0.878	0.867
shuff_leb	Karyotype	304	95	302	0.1	0.001	0.438	0.5
ori_leb	Karyotype	304	95	303	0.2	0.2	0.867	0.91
shuff_leb	Karyotype	304	95	303	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	304	0.4	0.2	0.847	0.918
shuff_leb	Karyotype	304	95	304	0.9	0.2	0.547	0.57
ori_leb	Karyotype	304	95	305	0.1	0.1	0.878	0.869
shuff_leb	Karyotype	304	95	305	0.9	0.1	0.511	0.442
ori_leb	Karyotype	304	95	306	0.9	0.4	0.885	0.934
shuff_leb	Karyotype	304	95	306	0.8	0.6	0.486	0.563
ori_leb	Karyotype	304	95	307	0.1	0.1	0.865	0.893
shuff_leb	Karyotype	304	95	307	0.2	10.0	0.491	0.621
ori_leb	Karyotype	304	95	308	0.1	0.1	0.875	0.918
shuff_leb	Karyotype	304	95	308	0.1	0.001	0.463	0.5
ori_leb	Karyotype	304	95	309	0.2	0.1	0.87	0.885
shuff_leb	Karyotype	304	95	309	0.1	0.001	0.464	0.5
ori_leb	Karyotype	304	95	310	0.1	0.4	0.907	0.836
shuff_leb	Karyotype	304	95	310	0.1	1000.0	0.499	0.6
ori_leb	Karyotype	304	95	311	0.6	0.2	0.847	0.91
shuff_leb	Karyotype	304	95	311	0.2	100.0	0.512	0.484
ori_leb	Karyotype	304	95	312	0.9	0.4	0.888	0.844
shuff_leb	Karyotype	304	95	312	0.8	0.2	0.501	0.491
ori_leb	Karyotype	304	95	313	0.6	1.0	0.885	0.885
shuff_leb	Karyotype	304	95	313	0.1	0.001	0.459	0.5
ori_leb	Karyotype	304	95	314	0.2	0.4	0.896	0.836
shuff_leb	Karyotype	304	95	314	0.9	0.1	0.491	0.57
ori_leb	Karyotype	304	95	315	0.1	0.2	0.888	0.918
shuff_leb	Karyotype	304	95	315	0.6	1.0	0.483	0.484
ori_leb	Karyotype	304	95	316	0.2	0.2	0.865	0.926
shuff_leb	Karyotype	304	95	316	0.1	0.001	0.482	0.5
ori_leb	Karyotype	304	95	317	0.2	0.6	0.881	0.869
shuff_leb	Karyotype	304	95	317	0.1	0.001	0.458	0.5
ori_leb	Karyotype	304	95	318	0.9	1.0	0.861	0.885
shuff_leb	Karyotype	304	95	318	0.6	100.0	0.554	0.432
ori_leb	Karyotype	304	95	319	0.2	0.1	0.888	0.893
shuff_leb	Karyotype	304	95	319	0.1	0.001	0.454	0.5
ori_leb	Karyotype	304	95	320	0.1	0.1	0.875	0.902
shuff_leb	Karyotype	304	95	320	0.2	100.0	0.495	0.514
ori_leb	Karyotype	304	95	321	0.8	10.0	0.88	0.851
shuff_leb	Karyotype	304	95	321	0.8	0.2	0.594	0.455
ori_leb	Karyotype	304	95	322	0.6	0.2	0.898	0.869
shuff_leb	Karyotype	304	95	322	0.1	0.1	0.524	0.442
ori_leb	Karyotype	304	95	323	0.9	1.0	0.878	0.885
shuff_leb	Karyotype	304	95	323	0.1	0.2	0.554	0.447
ori_leb	Karyotype	304	95	324	0.4	0.6	0.888	0.91
shuff_leb	Karyotype	304	95	324	0.1	0.001	0.486	0.5
ori_leb	Karyotype	304	95	325	0.4	0.6	0.875	0.918
shuff_leb	Karyotype	304	95	325	0.9	0.1	0.46	0.501
ori_leb	Karyotype	304	95	326	0.6	0.2	0.878	0.918
shuff_leb	Karyotype	304	95	326	0.1	0.001	0.448	0.5
ori_leb	Karyotype	304	95	327	0.6	0.6	0.876	0.877
shuff_leb	Karyotype	304	95	327	0.1	0.2	0.458	0.544
ori_leb	Karyotype	304	95	328	0.9	1.0	0.896	0.91
shuff_leb	Karyotype	304	95	328	0.2	0.2	0.491	0.484
ori_leb	Karyotype	304	95	329	0.1	0.1	0.878	0.902
shuff_leb	Karyotype	304	95	329	0.1	0.1	0.555	0.484
ori_leb	Karyotype	304	95	330	0.6	0.4	0.878	0.91
shuff_leb	Karyotype	304	95	330	0.1	0.6	0.535	0.366
ori_leb	Karyotype	304	95	331	0.2	0.1	0.885	0.884
shuff_leb	Karyotype	304	95	331	0.1	0.001	0.455	0.5
ori_leb	Karyotype	304	95	332	0.4	1.0	0.904	0.852
shuff_leb	Karyotype	304	95	332	0.8	0.2	0.609	0.511
ori_leb	Karyotype	304	95	333	0.2	0.1	0.885	0.902
shuff_leb	Karyotype	304	95	333	0.8	0.1	0.424	0.496
ori_leb	Karyotype	304	95	334	0.8	1.0	0.885	0.893
shuff_leb	Karyotype	304	95	334	0.6	0.2	0.57	0.547
ori_leb	Karyotype	304	95	335	0.9	1.0	0.872	0.918
shuff_leb	Karyotype	304	95	335	0.8	10.0	0.501	0.624
ori_leb	Karyotype	304	95	336	0.2	0.6	0.885	0.885
shuff_leb	Karyotype	304	95	336	0.1	0.001	0.471	0.5
ori_leb	Karyotype	304	95	337	0.1	0.4	0.892	0.844
shuff_leb	Karyotype	304	95	337	0.4	0.1	0.491	0.432
ori_leb	Karyotype	304	95	338	0.8	0.4	0.867	0.934
shuff_leb	Karyotype	304	95	338	0.9	0.1	0.475	0.447
ori_leb	Karyotype	304	95	339	0.4	0.1	0.867	0.893
shuff_leb	Karyotype	304	95	339	0.4	0.1	0.486	0.432
ori_leb	Karyotype	304	95	340	0.9	0.4	0.885	0.893
shuff_leb	Karyotype	304	95	340	0.8	0.1	0.495	0.527
ori_leb	Karyotype	304	95	341	0.1	0.2	0.885	0.902
shuff_leb	Karyotype	304	95	341	0.8	0.1	0.5	0.476
ori_leb	Karyotype	304	95	342	0.9	0.2	0.875	0.926
shuff_leb	Karyotype	304	95	342	0.9	0.1	0.537	0.336
ori_leb	Karyotype	304	95	343	0.6	1.0	0.887	0.91
shuff_leb	Karyotype	304	95	343	0.9	10.0	0.562	0.44
ori_leb	Karyotype	304	95	344	0.8	0.6	0.867	0.91
shuff_leb	Karyotype	304	95	344	0.6	0.1	0.449	0.586
ori_leb	Karyotype	304	95	345	0.1	0.2	0.885	0.852
shuff_leb	Karyotype	304	95	345	0.6	0.1	0.484	0.381
ori_leb	Karyotype	304	95	346	0.2	0.2	0.896	0.861
shuff_leb	Karyotype	304	95	346	0.6	0.2	0.501	0.606
ori_leb	Karyotype	304	95	347	0.6	1.0	0.87	0.918
shuff_leb	Karyotype	304	95	347	0.8	100.0	0.481	0.544
ori_leb	Karyotype	304	95	348	0.6	0.4	0.875	0.918
shuff_leb	Karyotype	304	95	348	0.9	0.6	0.494	0.353
ori_leb	Karyotype	304	95	349	0.9	0.4	0.862	0.918
shuff_leb	Karyotype	304	95	349	0.1	1.0	0.533	0.501
ori_leb	Karyotype	304	95	350	0.6	0.6	0.888	0.828
shuff_leb	Karyotype	304	95	350	0.9	0.1	0.512	0.428
ori_leb	Karyotype	304	95	351	0.2	0.4	0.878	0.877
shuff_leb	Karyotype	304	95	351	0.1	0.001	0.471	0.5
ori_leb	Karyotype	304	95	352	0.9	0.4	0.878	0.934
shuff_leb	Karyotype	304	95	352	0.1	0.001	0.49	0.5
ori_leb	Karyotype	304	95	353	0.1	0.2	0.896	0.885
shuff_leb	Karyotype	304	95	353	0.9	0.1	0.517	0.596
ori_leb	Karyotype	304	95	354	0.4	0.4	0.854	0.943
shuff_leb	Karyotype	304	95	354	0.1	0.001	0.465	0.5
ori_leb	Karyotype	304	95	355	0.6	0.4	0.896	0.877
shuff_leb	Karyotype	304	95	355	0.9	0.1	0.55	0.44
ori_leb	Karyotype	304	95	356	0.2	0.1	0.885	0.877
shuff_leb	Karyotype	304	95	356	0.9	0.4	0.526	0.466
ori_leb	Karyotype	304	95	357	0.4	0.4	0.888	0.926
shuff_leb	Karyotype	304	95	357	0.6	10.0	0.524	0.572
ori_leb	Karyotype	304	95	358	0.2	0.6	0.898	0.918
shuff_leb	Karyotype	304	95	358	0.9	0.2	0.499	0.443
ori_leb	Karyotype	304	95	359	0.1	0.2	0.892	0.893
shuff_leb	Karyotype	304	95	359	0.1	10.0	0.542	0.415
ori_leb	Karyotype	304	95	360	0.8	1.0	0.888	0.893
shuff_leb	Karyotype	304	95	360	0.6	100.0	0.478	0.572
ori_leb	Karyotype	304	95	361	0.8	0.6	0.878	0.91
shuff_leb	Karyotype	304	95	361	0.1	0.1	0.5	0.468
ori_leb	Karyotype	304	95	362	0.6	0.6	0.885	0.877
shuff_leb	Karyotype	304	95	362	0.9	0.6	0.563	0.428
ori_leb	Karyotype	304	95	363	0.6	0.2	0.875	0.875
shuff_leb	Karyotype	304	95	363	0.1	0.001	0.458	0.5
ori_leb	Karyotype	304	95	364	0.4	0.4	0.866	0.926
shuff_leb	Karyotype	304	95	364	0.9	0.4	0.514	0.514
ori_leb	Karyotype	304	95	365	0.9	1.0	0.883	0.893
shuff_leb	Karyotype	304	95	365	0.1	0.1	0.544	0.45
ori_leb	Karyotype	304	95	366	0.8	0.4	0.886	0.918
shuff_leb	Karyotype	304	95	366	0.9	0.2	0.501	0.534
ori_leb	Karyotype	304	95	367	0.9	0.4	0.881	0.885
shuff_leb	Karyotype	304	95	367	0.9	0.1	0.5	0.511
ori_leb	Karyotype	304	95	368	0.1	0.1	0.896	0.902
shuff_leb	Karyotype	304	95	368	0.1	0.1	0.51	0.544
ori_leb	Karyotype	304	95	369	0.4	0.6	0.885	0.877
shuff_leb	Karyotype	304	95	369	0.6	1000.0	0.508	0.435
ori_leb	Karyotype	304	95	370	0.2	0.2	0.883	0.934
shuff_leb	Karyotype	304	95	370	0.6	0.1	0.5	0.471
ori_leb	Karyotype	304	95	371	0.4	0.6	0.887	0.918
shuff_leb	Karyotype	304	95	371	0.1	0.2	0.598	0.458
ori_leb	Karyotype	304	95	372	0.2	1.0	0.882	0.893
shuff_leb	Karyotype	304	95	372	0.6	0.1	0.499	0.294
ori_leb	Karyotype	304	95	373	0.4	0.2	0.893	0.91
shuff_leb	Karyotype	304	95	373	0.9	0.1	0.48	0.414
ori_leb	Karyotype	304	95	374	0.4	0.4	0.885	0.902
shuff_leb	Karyotype	304	95	374	0.4	0.1	0.51	0.509
ori_leb	Karyotype	304	95	375	0.8	0.4	0.885	0.902
shuff_leb	Karyotype	304	95	375	0.1	0.001	0.453	0.5
ori_leb	Karyotype	304	95	376	0.6	0.6	0.875	0.91
shuff_leb	Karyotype	304	95	376	0.1	100.0	0.499	0.596
ori_leb	Karyotype	304	95	377	0.6	0.2	0.875	0.885
shuff_leb	Karyotype	304	95	377	0.2	0.1	0.498	0.519
ori_leb	Karyotype	304	95	378	0.6	0.4	0.888	0.885
shuff_leb	Karyotype	304	95	378	0.1	0.001	0.437	0.5
ori_leb	Karyotype	304	95	379	0.2	0.1	0.876	0.918
shuff_leb	Karyotype	304	95	379	0.1	0.001	0.473	0.5
ori_leb	Karyotype	304	95	380	0.6	0.6	0.876	0.902
shuff_leb	Karyotype	304	95	380	0.1	1.0	0.529	0.435
ori_leb	Karyotype	304	95	381	0.6	0.4	0.898	0.861
shuff_leb	Karyotype	304	95	381	0.4	0.1	0.501	0.434
ori_leb	Karyotype	304	95	382	0.4	0.1	0.876	0.885
shuff_leb	Karyotype	304	95	382	0.1	0.001	0.454	0.5
ori_leb	Karyotype	304	95	383	0.6	10.0	0.871	0.902
shuff_leb	Karyotype	304	95	383	0.8	0.6	0.517	0.56
ori_leb	Karyotype	304	95	384	0.9	0.6	0.888	0.918
shuff_leb	Karyotype	304	95	384	0.4	10.0	0.516	0.453
ori_leb	Karyotype	304	95	385	0.8	0.2	0.896	0.877
shuff_leb	Karyotype	304	95	385	0.9	0.1	0.434	0.491
ori_leb	Karyotype	304	95	386	0.2	0.1	0.857	0.926
shuff_leb	Karyotype	304	95	386	0.2	1000.0	0.461	0.562
ori_leb	Karyotype	304	95	387	0.2	0.1	0.881	0.877
shuff_leb	Karyotype	304	95	387	0.9	0.6	0.509	0.415
ori_leb	Karyotype	304	95	388	0.1	0.1	0.878	0.885
shuff_leb	Karyotype	304	95	388	0.6	1.0	0.593	0.435
ori_leb	Karyotype	304	95	389	0.6	0.2	0.865	0.926
shuff_leb	Karyotype	304	95	389	0.1	0.001	0.424	0.5
ori_leb	Karyotype	304	95	390	0.1	0.1	0.878	0.885
shuff_leb	Karyotype	304	95	390	0.2	10.0	0.5	0.462
ori_leb	Karyotype	304	95	391	0.8	0.1	0.854	0.859
shuff_leb	Karyotype	304	95	391	0.9	0.6	0.519	0.517
ori_leb	Karyotype	304	95	392	0.9	0.6	0.878	0.875
shuff_leb	Karyotype	304	95	392	0.1	0.001	0.455	0.5
ori_leb	Karyotype	304	95	393	0.1	0.1	0.888	0.918
shuff_leb	Karyotype	304	95	393	0.8	0.1	0.505	0.484
ori_leb	Karyotype	304	95	394	0.2	0.1	0.866	0.934
shuff_leb	Karyotype	304	95	394	0.1	0.2	0.5	0.588
ori_leb	Karyotype	304	95	395	0.8	0.4	0.888	0.875
shuff_leb	Karyotype	304	95	395	0.1	0.001	0.463	0.5
ori_leb	Karyotype	304	95	396	0.6	0.4	0.875	0.902
shuff_leb	Karyotype	304	95	396	0.9	0.4	0.495	0.535
ori_leb	Karyotype	304	95	397	0.8	0.6	0.903	0.902
shuff_leb	Karyotype	304	95	397	0.1	0.1	0.537	0.545
ori_leb	Karyotype	304	95	398	0.9	0.4	0.888	0.869
shuff_leb	Karyotype	304	95	398	0.9	0.1	0.49	0.473
ori_leb	Karyotype	304	95	399	0.4	0.1	0.867	0.869
shuff_leb	Karyotype	304	95	399	0.1	0.001	0.411	0.5
ori_leb	Karyotype	304	95	400	0.4	0.2	0.881	0.934
